"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Phylogeny","Data_source_type","SPID"
"Pigot et al. 2020","ES307","CC176","Cameroon","Principe","Birds","Coraciiformes","Alcedinidae","Halcyon malimbica","Halcyon malimbica","Halcyon malimbica","Invertebrate","Male","Wing Length",50.1579124044995,66.3574206857638,2.42801450046966,0.691326171616488,4,4,0.279879319329653,0.000612954097164705,7.4,1.626,1.70033945266171,2.13353890837022,2.33365077086291,0.4961466796875,-1.47387184563869,25.1661548614502,1.89407536003192,3.31952453204368,"Conspecific","No island rule","SP155"
"Pigot et al. 2020","ES309","CC177","India","Sri Lanka","Birds","Coraciiformes","Alcedinidae","Halcyon smyrnensis","Halcyon smyrnensis","Halcyon smyrnensis","VertFishScav","Male","Wing Length",57.7587784937268,51.6266635928361,4.5473979216724,2.2290432235003,4,4,-0.11223707107859,0.00201568291019616,80.714,7.74,1.76161800002135,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"Conspecific","No island rule","SP156"
"Pigot et al. 2020","ES311","CC178","Cameroon","Bioko","Birds","Passeriformes","Cettidae","Hylia prasina","Hylia prasina","Hylia prasina","Invertebrate","Male","Wing Length",15.1457816379549,14.1730428645792,0.276919141887982,0.481557640318345,4,4,-0.0663802828817692,0.000372181671026497,8.7,3.5,1.18029169115789,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP157"
"Pigot et al. 2020","ES313","CC179","Venezuela","Margarita, VEN","Birds","Passeriformes","Icteridae","Icterus nigrogularis","Icterus nigrogularis","Icterus nigrogularis","FruiNect","Male","Wing Length",31.7502064145973,41.8738271664997,1.96427943684975,1.10246912121948,3,4,0.276761755224087,0.00144912375964291,-63.9356,10.9869,1.50174655307458,3.00860017176192,1.34244242103184,0.4386400390625,-1.62485210431281,26.6888980865479,1.87440891669441,2.94625323526402,"Conspecific","No island rule","SP158"
"Pigot et al. 2020","ES315","CC180","Mexico","Tres Marias","Birds","Passeriformes","Icteridae","Icterus pustulatus","Icterus pustulatus","Icterus pustulatus","Invertebrate","Male","Wing Length",38.809021823577,38.9759565324911,2.11877357094257,1.66132784916871,4,3,0.00429221602243241,0.00135076395792663,-106.552,21.609,1.58893269654119,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"Conspecific","No island rule","SP159"
"Grant 1965","ES316","CC181","Nayarit (Mexico)","Tres Marias","Birds","Passeriformes","Icteridae","Icterus pustulatus","Icterus pustulatus","Icterus pustulatus","Invertebrate","Both","Wing Length",36.0283676765425,44.2984887576742,1.336720260877,1.58048184370444,93,57,0.206643943477689,3.713354394824e-05,-106.552,21.609,1.55664458615451,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"Conspecific","No island rule","SP159"
"Pigot et al. 2020","ES318","CC182","India","Sri Lanka","Birds","Strigiformes","Strigidae","Ketupa zeylonensis","Ketupa zeylonensis","Ketupa zeylonensis","VertFishScav","Female","Wing Length",1294.59411834534,1076.45385372237,60.5532255886723,44.6665978076264,4,4,-0.184525053949441,0.000977391886592102,80.714,7.74,3.11213362958137,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"Conspecific","No island rule","SP160"
"Pigot et al. 2020","ES320","CC183","Cameroon","Bioko","Birds","Passeriformes","Sturnidae","Lamprotornis splendidus","Lamprotornis splendidus","Lamprotornis splendidus","FruiNect","Male","Wing Length",122.629170664442,140.829451191102,6.37274186091519,2.28610262485679,4,3,0.138384663400373,0.000762995632250209,8.7,3.5,2.08859379115866,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP161"
"Pigot et al. 2020","ES322","CC184","Cameroon","Bioko","Birds","Passeriformes","Malaconotidae","Laniarius poensis","Laniarius poensis","Laniarius poensis","Invertebrate","Male","Wing Length",25.1390144086173,20.7769098081838,1.147197462403,0.590501647179961,4,4,-0.190578733573188,0.00072255788625027,8.7,3.5,1.40034824688655,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP162"
"Pigot et al. 2020","ES324","CC185","China","Honshu","Birds","Passeriformes","Laniidae","Lanius bucephalus","Lanius bucephalus","Lanius bucephalus","Omnivore","Female","Wing Length",24.9472284732087,26.9715518444206,0.911222314629985,0.488688072501567,4,3,0.0780199423593227,0.00044296553408734,138.027,35.944,1.39702230444237,5.35785864830179,2.23804861349427,0.664703369140625,-2.02160471192796,9.9694299697876,2.90812974214736,3.22694510136369,"Conspecific","No island rule","SP163"
"Pigot et al. 2020","ES326","CC186","Morocco","Lanzarote","Birds","Passeriformes","Laniidae","Lanius excubitor","Lanius excubitor","Lanius excubitor","VertFishScav","Male","Wing Length",48.7145754207319,41.6130659780887,1.72269341651769,0.920261020183767,4,4,-0.157564071299389,0.000434900536008406,-13.667,29.012,1.68765892174293,2.92731902495966,2.10380714058408,0.132060974121094,-1.93002685533856,19.3087368011475,2.37727813625928,2.1753958154642,"Conspecific","No island rule","SP164"
"Pigot et al. 2020","ES328","CC187","Malaysia","Lombok","Birds","Passeriformes","Laniidae","Lanius schach","Lanius schach","Lanius schach","Invertebrate","Male","Wing Length",36.5535665340366,28.535710668589,2.72039935812657,0.316622320114083,5,4,-0.247622452192582,0.00113851319616104,116.417,-8.375,1.56292975750413,3.67440181284528,2.12385490632685,0.654223681640625,-1.585497869716,23.413516998291,1.75827056984367,3.24551152318219,"Conspecific","No island rule","SP165"
"Higgins 1999, Brereton 1996","ES329","CC188","Australia","Tasmania","Birds","Psittaciformes","Psittacidae","Lathamus discolor","Lathamus discolor ","Lathamus discolor ","FruiNect","Both","Weight",64.6764705882353,77.4307692307692,8.616013770539,7.00260482670371,51,13,0.179986770942123,0.0009771186277464,146.75,-42,1.81074631231854,4.83506245100823,2.30103216713096,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"Conspecific","No island rule","SP166"
"Pigot et al. 2020","ES331","CC189","Madagascar","Mayotte","Birds","Leptosomiformes","Leptosomidae","Leptosomus discolor","Leptosomus discolor","Leptosomus discolor","Invertebrate","Male","Wing Length",391.353906105354,391.353906105354,3.45030382525537,9.22317328102986,4,4,0,0.000158286863806747,45.152,-12.801,2.592569672873,2.57403126772772,2.47712270236552,0.721075146484375,-1.78140009051222,25.0633850097656,2.10900254419108,3.14802547558644,"Conspecific","No island rule","SP167"
"Grant 1965","ES332","CC190","Nayarit (Mexico)","Tres Marias","Birds","Columbiformes","Columbidae","Leptotila verreauxi","Leptotila verreauxi","Leptotila verreauxi","PlantSeed","Both","Wing Length",100.25545797999,116.768482275697,2.45459680427214,2.36310412337012,44,46,0.152471682054469,2.25270060853158e-05,-106.552,21.609,2.00110802524303,2.16221180985945,1.93952424448053,0.59757080078125,-1.63151100901579,22.4930686950684,2.44078627667666,2.84530894848948,"Conspecific","No island rule","SP168"
"Keast 1968","ES333","CC191","Australia","Melville","Birds","Passeriformes","Meliphagidae","Lichmera indistincta","Lichmera indistincta","Lichmera indistincta","FruiNect","Male","Bill length",20.5057503408718,23.7350772267571,0.70595294060551,0.760491249918544,35,9,0.146248654462773,0.000147931734522155,130.933,-11.55,1.31187566550051,3.76237842931196,1.38918381030816,0.602671142578125,-1.71711038061259,27.1399765014648,2.19907081366754,3.21871403174277,"Conspecific","No island rule","SP169"
"Keast 1968","ES334","CC191","Australia","New Caledonia","Birds","Passeriformes","Meliphagidae","Lichmera indistincta","Lichmera indistincta","Lichmera indistincta","FruiNect","Male","Bill length",20.5057503408718,27.266461859296,0.70595294060551,0.811090954042348,35,14,0.284952092396498,9.7068823551441e-05,165.47,-21.481,1.31187566550051,4.2618573856299,3.10380406291998,0.68017119140625,-1.7574117847122,22.4548950195312,2.34451585656217,3.21679588218419,"Conspecific","No island rule","SP169"
"Keast 1968","ES335","CC191","Australia","Sumbawa and Lombok","Birds","Passeriformes","Meliphagidae","Lichmera indistincta","Lichmera indistincta","Lichmera indistincta","FruiNect","Male","Bill length",20.5057503408718,25.9551520572556,0.70595294060551,0.827531146760553,35,12,0.235664776514602,0.000118574617385088,117.455,-8.738,1.31187566550051,4.15794005596477,2.97312831561486,0.692705908203125,-1.6537579939816,25.3400840759277,1.80879320564572,3.18056013846334,"Conspecific","No island rule","SP169"
"Keast 1968","ES336","CC191","Australia","Vanuatu (Espiritu Santo)","Birds","Passeriformes","Meliphagidae","Lichmera indistincta","Lichmera indistincta","Lichmera indistincta","FruiNect","Male","Bill length",20.5057503408718,36.9250233965769,0.70595294060551,0.993981710891637,35,22,0.588184110798413,6.68011674651834e-05,166.925,-15.367,1.31187566550051,3.59545245949149,3.25527274637795,0.83714169921875,-1.63748023379822,24.896390914917,1.8798968616065,3.49756727804715,"Conspecific","No island rule","SP169"
"Pigot et al. 2020","ES338","CC192","Cameroon","Bioko","Birds","Passeriformes","Fringillidae","Linurgus olivaceus","Linurgus olivaceus","Linurgus olivaceus","PlantSeed","Male","Wing Length",18.3005456306654,19.2684410558497,0.379942123820043,0.914434490786087,4,4,0.0515377038077472,0.000670813923424798,8.7,3.5,1.26246403841101,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP170"
"Pigot et al. 2020","ES340","CC193","India","Sri Lanka","Birds","Passeriformes","Estrildidae","Lonchura kelaarti","Lonchura kelaarti","Lonchura kelaarti","PlantSeed","Male","Wing Length",8.9199682024069,8.71520544965437,0.206844608269638,0.276940854102505,4,4,-0.0232231288813284,0.000386872103415875,80.714,7.74,0.950363306220984,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"Conspecific","No island rule","SP171"
"Pigot et al. 2020","ES342","CC194","India","Sri Lanka","Birds","Passeriformes","Estrildidae","Lonchura punctulata","Lonchura punctulata","Lonchura punctulata","PlantSeed","Male","Wing Length",9.23249017732752,8.71520544965437,0.181292534391159,0.155171192843149,4,4,-0.0576595508690034,0.000175648094972042,80.714,7.74,0.965318854266723,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"Conspecific","No island rule","SP172"
"Pigot et al. 2020","ES344","CC195","India","Sri Lanka","Birds","Passeriformes","Estrildidae","Lonchura striata","Lonchura striata","Lonchura striata","PlantSeed","Female","Wing Length",7.68668457002151,7.26946899323279,0.112763098826721,0.167924733743677,4,4,-0.0558063072572409,0.000187204186981785,80.714,7.74,0.8857390597723,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"Conspecific","No island rule","SP173"
"Pigot et al. 2020","ES346","CC196","Papua New Guinea","New Britain","Birds","Psittaciformes","Psittacidae","Lorius hypoinochrous","Lorius hypoinochrous","Lorius hypoinochrous","FruiNect","Male","Wing Length",180.615020440421,150.407860130515,6.95167145339576,1.87141307925951,3,3,-0.183017135527273,0.000545401432937834,151.274,-5.374,2.2567538645995,4.56253076886226,1.9444876072867,0.82810947265625,-1.562217513585,23.9577484130859,1.72932108499627,3.58345682097451,"Conspecific","No island rule","SP174"
"Pigot et al. 2020","ES348","CC197","France","Corsica","Birds","Passeriformes","Alaudidae","Lullula arborea","Lullula arborea","Lullula arborea","Omnivore","Male","Wing Length",35.8831871582987,35.4089058477182,1.2595188550696,1.10897679591152,4,4,-0.013305495396249,0.000553234058305776,9.12,42.1,1.55489101028591,3.93856975622106,1.90417978339357,0.627191943359375,-1.92281432857012,12.0827579498291,2.78330610180206,2.90464717566751,"Conspecific","No island rule","SP175"
"Pigot et al. 2020","ES350","CC198","Nigeria","Bioko","Birds","Passeriformes","Ploceidae","Malimbus rubricollis","Malimbus rubricollis","Malimbus rubricollis","Invertebrate","Male","Wing Length",43.7266666113773,43.9953029226293,1.53695491248205,1.62503626209829,4,4,0.00612474052841423,0.000649943420074273,8.7,3.5,1.64074637129722,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"Conspecific","No island rule","SP176"
"Schlotfeldt and Kleindorfer, 2006","ES351","CC199","South Australia","Kangaroo","Birds","Passeriformes","Maluridae","Malurus cyaneus","Malurus cyaneus","Malurus cyaneus","Invertebrate","Both","Wing Length",7.95241816909277,8.63596633446654,0.379696410768733,0.289065763803985,48,65,0.0824595597382454,6.47302643181322e-05,137.207,-35.819,0.900499208883544,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"Conspecific","Island rule","SP177"
"Higgins, Peter & Steele, 2001","ES352","CC200","Australia","Kangaroo","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus ashbi","Invertebrate","Male","Weight",9.9,10.9,0.63,0.76,214,8,0.0962280320945538,0.000626616257834061,137.207,-35.819,0.99563519459755,3.64394591274807,1.13036593726521,0.543502099609375,-1.74527643091695,15.3680982589722,2.49982760692711,2.78986441037918,"Conspecific","No island rule","SP177"
"Higgins, Peter & Steele, 2001","ES353","CC200","Australia","Tasmania","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus cyaneus","Invertebrate","Both","Weight",9.58984198645598,10.9727272727273,0.711382550633812,1.08668337665549,443,44,0.134708443453131,0.000235328917753529,146.75,-42,0.981811451281654,4.83506245100823,2.30103216713096,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"Conspecific","No island rule","SP177"
"Higgins, Peter & Steele, 2001","ES354","CC200","Australia","Flinders","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus elisabethae","Invertebrate","Both","Weight",9.58984198645598,11.2,0.711382550633812,0.594453530563996,443,13,0.155209366449062,0.000229120423119605,148,-40,0.981811451281654,3.13576851456782,2.1461311377706,0.57913037109375,-1.67594329171232,13.6551065444946,2.47515101604373,2.8667187418193,"Conspecific","No island rule","SP177"
"Higgins, Peter & Steele, 2001","ES355","CC200","Australia","King Island","Birds","Passeriformes","Malluridae","Malurus cyaneus","Malurus cyaneus cyanochilamys","Malurus cyaneus samueli","Invertebrate","Both","Weight",9.58984198645598,11.6333333333333,0.711382550633812,1.10075731506389,443,24,0.193170128688282,0.000385468683607547,143.983,-39.8666,0.981811451281654,3.04060234011407,1.93752290693622,0.607816455078125,-1.67055748897574,13.5845718383789,2.40037559565356,2.9906634605853,"Conspecific","No island rule","SP177"
"Higgins, Peter & Steele, 2001","ES356","CC201","Australia","Barrow","Birds","Passeriformes","Malluridae","Malurus leucopterus","Malurus leucopterus leuconotus","Malurus leucopterus edouardi","Invertebrate","Both","Weight",7.6,7.52222222222222,0.405174859371441,0.470363508432954,13,18,-0.0102866447102757,0.000435853665318458,115.5,-21,0.880813592280791,2.30535136944662,1.95424733490676,0.218369848632813,-1.86414012556522,26.2926158905029,2.65944478842134,2.50238114667635,"Conspecific","No island rule","SP178"
"Pigot et al. 2020","ES358","CC202","Guyana","Trinidad","Birds","Passeriformes","Pipridae","Manacus manacus","Manacus manacus","Manacus manacus","FruiNect","Male","Wing Length",7.92454399764255,8.31422393182132,0.339492058797556,0.414529079444361,4,4,0.0480029963956479,0.00108027936890049,-61.246,10.431,0.89897428098375,3.68376726142531,1.17612021105609,0.7579107421875,-1.79885568486389,26.3593311309814,1.75886231550375,3.28634516348873,"Conspecific","No island rule","SP179"
"Higgins, Peter and Steele 2001","ES359","CC203","WA, NT, Australia","Melville","Birds","Passeriformes","Meliphagidae","Manorina flavigula","Manorina flavigula lutea","Manorina flavigula melvillensis","Invertebrate","Male","Weight",67.2,58.3,6.85,6.59,7,4,-0.142071154172657,0.00467866365078863,130.8,-11.6,1.82736927305383,3.76077671115636,2.0000043429231,0.602671142578125,-1.71711038061259,27.1399765014648,2.19907081366754,3.21871403174277,"Conspecific","No island rule","SP180"
"Faaborg and Winters 1979","ES360","CC204","Puerto Rico","Mona","Birds","Passeriformes","Mimidae","Margarops fuscatus","Margarops fuscatus","Margarops fuscatus","FruiNect","Unsexed","Weight",100.7,100.2,8.4,8.4,28,283,-0.00497761107375213,0.000273342130396588,-67.896,18.0868,2.00302947055362,1.75587485567249,1.82802151728869,0.651172607421875,-1.81036981335745,26.1889152526855,2.08879191772989,3.0069620839173,"Conspecific","No island rule","SP181"
