"Reference","ID","CommonControl","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","guild","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","RR","var","Long_i","Lat_i","logmass","Island_km2","Dist_near_mainland","NDVI","SDNDVI","tmean","tseas","prec","Migratory_status","Migratory_status_3","Phylogeny","Data_source_type"
"Pigot et al. 2020","ES734","CC333","Australia","Lombok","Birds","Passeriformes","Pittidae","Pitta versicolor","Pitta versicolor","Pitta elegans","Invertebrate",76.8070669066741,40.8366504194363,10.1835369724466,2.03157205604231,2,2,-0.631716680155295,0.0100269841621661,116.417,-8.375,1.88540118067443,3.67440181284528,2.12385490632685,0.654223681640625,-1.585497869716,23.413516998291,1.75827056984367,3.24551152318219,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES735","CC333","Australia","Mindanao","Birds","Passeriformes","Pittidae","Pitta versicolor","Pitta versicolor","Pitta steerii","Invertebrate",71.2874218357937,58.0762899763339,6.18604381614096,1.57700020551831,4,4,-0.204962409359328,0.00206685664005166,125.081,7.736,1.85301290840446,4.98913822421579,2.53782035389604,0.761584375,-1.59929272405331,26.0391368865967,1.84786827980811,3.37738794436473,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES737","CC334","Australia","Tasmania","Birds","Psittaciformes","Psittacidae","Platycercus elegans","Platycercus elegans","Platycercus caledonicus","PlantSeed",158.811842567732,165.892502528016,4.22198032931526,10.7868262850688,4,2,0.0436198820607872,0.0022906823526826,146.5,-42.1,2.20088288455235,4.80317698254222,2.38021305126818,0.698959326171875,-1.94242661746699,8.77623271942139,2.51585998376426,3.16215030256729,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES739","CC335","Guyana","Tobago","Birds","Passeriformes","Tyrannidae","Platyrinchus mystaceus","Platyrinchus mystaceus","Platyrinchus mystaceus","Invertebrate",7.73390798650102,9.12759690659532,0.144416584255248,0.55082338227198,4,4,0.165688155640709,0.0009976128929939,-60.685,11.241,0.888399000786881,2.47712125471966,2.07188568775224,0.777809130859375,-1.92730307069913,25.7573337554932,1.80426768946187,3.34232396631288,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES741","CC336","Cameroon","Bioko","Birds","Passeriformes","Ploceidae","Ploceus albinucha","Ploceus albinucha","Ploceus albinucha","Invertebrate",24.756324992621,23.1383444135891,0.911275766599545,0.168288413732506,4,3,-0.0675898389347968,0.000356373491783676,8.7,3.5,1.39368617532856,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES745","CC337","Cameroon","Bioko","Birds","Passeriformes","Ploceidae","Ploceus bicolor","Ploceus bicolor","Ploceus bicolor","Invertebrate",25.3316841689423,27.5097737874254,0.635063012235368,0.56055209646848,4,3,0.0824854010761928,0.000295525266537366,8.7,3.5,1.40366406468054,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES746","CC337","Cameroon","Sao Tome","Birds","Passeriformes","Ploceidae","Ploceus bicolor","Ploceus bicolor","Ploceus sanctithomae","Invertebrate",24.3771599052028,20.9487501952798,1.00718001249341,0.879589836844241,6,4,-0.15156763641491,0.000725251211266927,6.616,0.234,1.38698310614916,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES747","CC337","Cameroon","Sao Tome","Birds","Passeriformes","Ploceidae","Ploceus bicolor","Ploceus bicolor","Ploceus grandis","Invertebrate",24.3771599052028,45.6279521707312,1.00718001249341,1.92908341721157,6,4,0.626873890467643,0.000731378311495894,6.616,0.234,1.38698310614916,2.931457870689,2.37657878181941,0.69247353515625,-1.40605108208798,22.1624374389648,1.92771272279815,3.40989087473144,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES749","CC338","Kenya","Madagascar","Birds","Passeriformes","Ploceidae","Ploceus bojeri","Ploceus bojeri","Ploceus sakalava","Omnivore",19.7636750433034,24.3771599052028,0.342481939341003,0.425546964271071,4,2,0.209800965453952,0.000227442099791034,46.69,-19.024,1.29586770455454,5.76855226966619,2.62325032443115,0.4362435546875,-2.07991707362871,20.3580513000488,2.31970847423504,3.17846964325927,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES751","CC339","Cameroon","Bioko","Birds","Passeriformes","Ploceidae","Ploceus cucullatus","Ploceus cucullatus","Ploceus cucullatus","Omnivore",30.6557612214768,26.5063395219429,1.30394928012479,0.540571079444519,4,4,-0.145436681167688,0.000556290162783244,8.7,3.5,1.48651210468058,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES753","CC340","Thailand","Java","Birds","Passeriformes","Ploceidae","Ploceus hypoxanthus","Ploceus hypoxanthus","Ploceus hypoxanthus","PlantSeed",15.5746033871089,14.21830327739,0.509651597184066,0.251360572534331,4,3,-0.0911115018333961,0.000371881086319512,107.5667,-6.95,1.19241699600644,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES755","CC341","Kenya","Madagascar","Birds","Passeriformes","Ploceidae","Ploceus insignis","Ploceus insignis","Ploceus nelicourvi","Invertebrate",24.2829180211025,19.1050399167517,0.652948441976028,1.24659255357783,4,4,-0.239820970826229,0.00124512870818738,46.69,-19.024,1.3853008736848,5.76855226966619,2.62325032443115,0.4362435546875,-2.07991707362871,20.3580513000488,2.31970847423504,3.17846964325927,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES757","CC342","Thailand","Java","Birds","Passeriformes","Ploceidae","Ploceus manyar","Ploceus manyar","Ploceus manyar","PlantSeed",15.1457816379549,16.5034512957236,0.184462056963749,0.137344286236461,4,3,0.0858474750265669,6.01687366085332e-05,107.5667,-6.95,1.18029169115789,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES759","CC343","Cameroon","Bioko","Birds","Passeriformes","Ploceidae","Ploceus melanogaster","Ploceus melanogaster","Ploceus melanogaster","Invertebrate",15.8644926834486,15.5267926010297,0.479305258802506,0.265024981958551,4,3,-0.0215163608340457,0.000325313668521822,8.7,3.5,1.20042618874014,3.30470589821277,1.62325963061961,0.507468408203125,-1.41670752650152,23.4745044708252,1.91661749949895,3.40021016675251,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES761","CC344","India","Sri Lanka","Birds","Passeriformes","Ploceidae","Ploceus philippinus","Ploceus philippinus","Ploceus philippinus","PlantSeed",18.5397101266567,16.1576025010149,0.702020004795951,0.587549181855088,4,4,-0.137524242990779,0.000689032243722292,80.714,7.74,1.26810293955079,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","partial resident","","No island rule"
"Pigot et al. 2020","ES763","CC345","Australia","South Island (NZ)","Birds","Podicipediformes","Podicipedidae","Poliocephalus poliocephalus","Poliocephalus poliocephalus","Poliocephalus rufopectus","Invertebrate",52.5201751547463,56.1868884994259,0.954912275540842,0.70308194989547,3,2,0.0674860445194022,0.000188483854773106,171.154,-43.382,1.72032616579164,5.17735466417846,3.2174842074226,0.554348095703125,-1.80314081668506,8.8675708770752,2.61828228722475,3.19752842676559,"dispersive migratory","partial dispersive migrant","","No island rule"
"Pigot et al. 2020","ES765","CC346","South Africa","Madagascar","Birds","Accipitriformes","Accipitridae","Polyboroides typus","Polyboroides typus","Polyboroides radiatus","VertFishScav",1949.61846236782,1331.92684132306,46.8857020906664,44.7891770556187,4,4,-0.381007046429291,0.000427284208943925,46.69,-19.024,3.28994962884927,5.76855226966619,2.62325032443115,0.4362435546875,-2.07991707362871,20.3580513000488,2.31970847423504,3.17846964325927,"resident","partial resident","","No island rule"
"Pigot et al. 2020","ES768","CC347","Myanmar","Hainan","Birds","Galliformes","Phasianidae","Polyplectron bicalcaratum","Polyplectron bicalcaratum","Polyplectron katsumatae","Omnivore",238.204503329429,139.209879037133,24.0548425333778,11.6309390705231,4,4,-0.53714684693119,0.00429457856960719,109.842,19.229,2.37694996769518,4.51719589794997,1.23047446736116,0.67702998046875,-1.48228771957217,23.9309253692627,2.59292952692165,3.20272176405885,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES769","CC347","Myanmar","Sumatra","Birds","Galliformes","Phasianidae","Polyplectron bicalcaratum","Polyplectron bicalcaratum","Polyplectron chalcurum","Omnivore",292.002091724546,131.280252350374,11.3653107719393,4.09991955289811,2,3,-0.799426596672714,0.00108257196723318,101.6,-0.4,2.46538596247984,5.67541811299103,1.82608128465965,0.775979541015625,-1.33359423265362,25.9305744171143,1.51943769766952,3.39226356385173,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES771","CC348","Malaysia","Borneo","Birds","Galliformes","Phasianidae","Polyplectron malacense","Polyplectron malacense","Polyplectron schleiermacheri","Omnivore",181.875982090146,168.294091576112,6.41251385053567,13.6000859603964,2,2,-0.0776120436386592,0.00388679329782319,114,1,2.25977535143063,5.87113141195379,2.71600417881569,0.79960927734375,-1.55229701907953,25.0596599578857,1.37991262208345,3.5955034069751,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES773","CC349","Borneo","Palawan","Birds","Galliformes","Phasianidae","Polyplectron schleiermacheri","Polyplectron schleiermacheri","Polyplectron napoleonis","Omnivore",168.294091576112,146.309620254298,13.6000859603964,0.62502055298966,2,2,-0.139987931181171,0.0032743680728792,118.574,9.668,2.22606886914912,4.08596807704607,2.161370997359,0.712584814453125,-1.6510182741633,26.8827838897705,1.78894304871206,3.21063642489379,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES775","CC350","Malaysia","Java","Birds","Passeriformes","Timaliidae","Pomatorhinus montanus","Pomatorhinus montanus","Pomatorhinus montanus","Invertebrate",25.7196806344667,27.1057091898093,0.734448402891175,1.34822835177241,4,4,0.0524878946273452,0.00082236780155441,107.5667,-6.95,1.41026557157917,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES777","CC351","Nepal","Taiwan","Birds","Passeriformes","Timaliidae","Pomatorhinus ruficollis","Pomatorhinus ruficollis","Pomatorhinus musicus","Invertebrate",21.8207570541468,26.9050236866878,0.670242472085084,1.41321024539076,4,4,0.20945134809654,0.000925607630471762,120.66,23.776,1.33886981402203,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES779","CC352","China","Taiwan","Birds","Passeriformes","Timaliidae","Pomatorhinus swinhoei","Pomatorhinus swinhoei","Pomatorhinus erythrocnemis","Invertebrate",37.3288692067983,38.642517762377,1.64985825046297,2.70247108800201,2,3,0.0345861660438915,0.0026070373002762,120.66,23.776,1.57204483416188,4.53790720385597,2.15442701651311,0.599242626953125,-1.67388919625799,20.4277744293213,2.60730023921783,3.32563876173415,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES781","CC353","Thailand","Java","Birds","Passeriformes","Cisticolidae","Prinia polychroa","Prinia polychroa","Prinia polychroa","Invertebrate",10.7775062804004,10.4342998166427,0.487474899451955,0.0903402581527503,4,4,-0.0323627716008421,0.000530195899782313,107.5667,-6.95,1.0325182846034,5.14236944055135,2.53148019437709,0.578037841796875,-1.53148428213906,25.1530380249023,1.57611938331645,3.32056563345461,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES783","CC354","Malaysia","Dinagat","Birds","Passeriformes","Dicaeidae","Prionochilus percussus","Prionochilus percussus","Prionochilus olivaceus","FruiNect",8.81722942136734,9.87705952307106,0.230880785218767,0.865335303348703,2,2,0.113507152230334,0.00418064228346451,125.62,10.15,0.945332141136791,2.88603927556644,1.20414712521285,0.70415595703125,-1.3444948705119,26.8004989624023,1.97494223582235,3.57113678022544,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES785","CC355","Australia","Aru","Birds","Psittaciformes","Cacatuidae","Probosciger aterrimus","Probosciger aterrimus","Probosciger aterrimus","PlantSeed",993.787504787447,819.744832654656,33.9076659972657,31.7134110335212,4,2,-0.192530293780585,0.0010393766370461,134.52,-6.164,2.99729353191849,3.32559775286002,2.25527491784373,0.64876396484375,-1.60824308473201,27.0203990936279,1.87899386545158,3.39682272429734,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES787","CC356","France","Great Britain","Birds","Passeriformes","Prunellidae","Prunella modularis","Prunella modularis","Prunella modularis","Omnivore",16.4539448057554,16.3053688462914,0.298903430550762,0.272937695905312,4,4,-0.00907082363047049,0.000152551101160269,-1.6,53.186,1.21627003614533,5.32083354792103,1.51189672368043,0.63427998046875,-1.85767058989911,8.82350254058838,2.65890269736187,2.93182444069733,"directional migratory","partial directional migrant","","No island rule"
"Pigot et al. 2020","ES789","CC357","Brazil","Hispaniola","Birds","Psittaciformes","Psittacidae","Psittacara leucophthalmus","Psittacara leucophthalmus","Aratinga chloroptera","PlantSeed",162.328959326689,157.26275627142,0.665313473878082,5.40941854481662,2,3,-0.0317068761986703,0.000402791107413642,-71.514,18.942,2.21039600444646,4.86881483175657,2.79239238997266,0.61261640625,-1.7490055208426,23.2234516143799,2.08063928902145,3.04343625208464,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES791","CC358","Myanmar","South Andaman","Birds","Psittaciformes","Psittacidae","Psittacula alexandri","Psittacula alexandri","Psittacula alexandri","FruiNect",142.460300677401,145.203515391569,2.05577826259968,3.37048159969522,4,4,0.019072943626082,0.000186760723206446,92.653,11.871,2.15369385663356,3.08303654241196,2.65321347887312,0.711059130859375,-1.49094419494543,26.7711124420166,1.86741607984951,3.41808549717969,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES793","CC359","India","Sri Lanka","Birds","Psittaciformes","Psittacidae","Psittacula columboides","Psittacula columboides","Psittacula calthropae","PlantSeed",94.450130044677,89.4203293893558,2.77403626795867,1.20042969400104,4,4,-0.0547239163895483,0.000260709600913164,80.714,7.74,1.97520256022129,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES795","CC360","India","Sri Lanka","Birds","Psittaciformes","Psittacidae","Psittacula cyanocephala","Psittacula cyanocephala","Psittacula cyanocephala","FruiNect",76.8070669066741,76.0567886491527,4.29939558114313,0.421742349607458,4,2,-0.00981637260935626,0.000798717943461359,80.714,7.74,1.88540118067443,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","full resident","","No island rule"
"Pigot et al. 2020","ES797","CC361","India","Sri Lanka","Birds","Psittaciformes","Psittacidae","Psittacula eupatria","Psittacula eupatria","Psittacula eupatria","FruiNect",296.500935069395,241.187981363209,6.2441028896041,11.979401074342,3,4,-0.206473737023045,0.000764566831790452,80.714,7.74,2.47202606732874,4.8169700377573,1.95424733490676,0.73955419921875,-1.81324836824573,25.914306640625,2.01435160562069,3.3175334789459,"resident","partial resident","","No island rule"
"Pigot et al. 2020","ES799","CC362","Cameroon","Principe","Birds","Psittaciformes","Psittacidae","Psittacus erithacus","Psittacus erithacus","Psittacus erithacus","Omnivore",355.343735319877,374.549132181378,12.6341089690401,9.95219438655981,4,4,0.0526373989153193,0.0004925388876227,7.4,1.626,2.5506486632708,2.13353890837022,2.33365077086291,0.4961466796875,-1.47387184563869,25.1661548614502,1.89407536003192,3.31952453204368,"resident","full resident","","No island rule"
