"Reference","Mainland","Island","Class","Order","Family","Binomial","Species_main","Species_island","Diet","Sex","Measure","Mean_m","Mean_i","sd_m","sd_i","N_m","N_i","Mean_m_male","Mean_m_female","sd_m_male","sd_m_female","N_m_male","N_m_female","Mean_i_male","Mean_i_female","sd_i_male","sd_i_female","N_i_male","N_i_female","Long_i","Lat_i","Island_km2","Dist_near_mainland","Allometry","Phylogeny","Data_source_type","NDVI_0.1","SDNDVI_0.1","tmean_0.1","tseas_0.1","prec_0.1","NDVI_0.5","SDNDVI_0.5","tmean_0.5","tseas_0.5","prec_0.5","NDVI_1","SDNDVI_1","tmean_1","tseas_1","prec_1","NDVI","SDNDVI","tmean","tseas","prec","pseas","Mean_m_pooled","Mean_i_pooled","sd_m_combined","sd_i_combined"
"Maddock 2016","Mahé (Seychelles)","Silhouette","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia alternans","Grandisonia alternans","Grandisonia alternans","","Unsexed","TL",200.21,222.18,70.86,15.38,24,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.233,-4.485,1.30319605742049,1.33447385691154,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.677000830078125,0.0189267395019531,26.5780200958252,72.4646911621094,2244.94995117188,0.6222373046875,0.0361771118164063,26.5209522247314,71.9677581787109,2249.68505859375,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.677000830078125,-1.70056375660062,26.5780200958252,1.86012644562276,3.35120666330274,NA,200.21,222.18,70.86,15.38
"Maddock 2016","Mahé (Seychelles)","Félicité","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia larvata","Grandisonia larvata","Grandisonia larvata","","Both","TL",161.712857142857,207,22.646084371534,21.666058324793,14,7,166.33,158.25,26.31,20.64,6,8,203,210,26.63,20.93,3,4,55.873,-4.326,0.428134794028789,1.7226421477302,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.63437734375,0.0146725891113281,27.0118064880371,69.2677688598633,2276.7900390625,0.64207802734375,0.0150642868041992,27.273063659668,67.263542175293,2303.00073242188,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.63437734375,-1.80485925216707,27.0118064880371,1.84053119907823,3.35732298270962,NA,161.712857142857,207,22.646084371534,21.666058324793
"Maddock 2016","Mahé (Seychelles)","La Digue","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia larvata","Grandisonia larvata","Grandisonia larvata","","Both","TL",161.712857142857,176.930714285714,22.646084371534,20.2557579522412,14,14,166.33,158.25,26.31,20.64,6,8,175.6,177.67,16.01,23.17,5,9,55.838,-4.36,1,1.66746229245581,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.63437734375,0.0146725891113281,27.0118064880371,69.2677688598633,2276.7900390625,0.64207802734375,0.0150642868041992,27.273063659668,67.263542175293,2303.00073242188,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.63437734375,-1.80485925216707,27.0118064880371,1.84053119907823,3.35732298270962,NA,161.712857142857,176.930714285714,22.646084371534,20.2557579522412
"Maddock 2016","Mahé (Seychelles)","Praslin","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia larvata","Grandisonia larvata","Grandisonia larvata","","Both","TL",161.712857142857,167.75,22.646084371534,21.4062895741727,14,4,166.33,158.25,26.31,20.64,6,8,149.5,186,6.36,1.41,2,2,55.73,-4.323,1.57978359661681,1.57288321419716,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.6878533203125,0.0103643135070801,26.7956714630127,74.3890380859375,2286.60009765625,0.64207802734375,0.0150642868041992,27.273063659668,67.263542175293,2303.00073242188,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.6878533203125,-1.94445679391101,26.7956714630127,1.87150894294456,3.35919021770369,NA,161.712857142857,167.75,22.646084371534,21.4062895741727
"Maddock 2016","Mahé (Seychelles)","Sainte Anne","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia larvata","Grandisonia larvata","Grandisonia larvata","","Both","TL",161.712857142857,190.5,22.646084371534,21.7495210675239,14,4,166.33,158.25,26.31,20.64,6,8,204,186,0,24.25,1,3,55.504,-4.605,1.15228834438306,0.477265995424853,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.444915869140625,0.0127898948669434,26.9426002502441,70.0387191772461,2297.919921875,0.572874755859375,0.0279952484130859,26.8737316131592,71.0648727416992,2299.63989257812,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.444915869140625,-1.86043904483796,26.9426002502441,1.8453381953877,3.36133489028187,NA,161.712857142857,190.5,22.646084371534,21.7495210675239
"Maddock 2016","Mahé (Seychelles)","Silhouette","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia larvata","Grandisonia larvata","Grandisonia larvata","","Both","TL",161.712857142857,193.666666666667,22.646084371534,12.38,14,6,166.33,158.25,26.31,20.64,6,8,194.2,191,12.38,NA,5,1,55.233,-4.485,1.30319605742049,1.33447385691154,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.677000830078125,0.0189267395019531,26.5780200958252,72.4646911621094,2244.94995117188,0.6222373046875,0.0361771118164063,26.5209522247314,71.9677581787109,2249.68505859375,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.677000830078125,-1.70056375660062,26.5780200958252,1.86012644562276,3.35120666330274,NA,161.712857142857,193.666666666667,22.646084371534,12.38
"Maddock 2016","Mahé (Seychelles)","Praslin","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia sechellensis","Grandisonia sechellensis","Grandisonia sechellensis","","Both","TL",188.425789473684,193.775,18.18328103133,17.289,19,2,197.88,181.55,21.09,12.66,8,11,206,181.55,NA,NA,1,1,55.73,-4.323,1.57978359661681,1.57288321419716,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.6878533203125,0.0103643135070801,26.7956714630127,74.3890380859375,2286.60009765625,0.64207802734375,0.0150642868041992,27.273063659668,67.263542175293,2303.00073242188,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.6878533203125,-1.94445679391101,26.7956714630127,1.87150894294456,3.35919021770369,NA,188.425789473684,193.775,18.18328103133,17.289
"Maddock 2016","Mahé (Seychelles)","Silhouette","Amphibians","Gymnophiona","Indotyphlidae","Grandisonia sechellensis","Grandisonia sechellensis","Grandisonia sechellensis","","Both","TL",188.425789473684,184.5495,18.18328103133,17.146603921845,19,20,197.88,181.55,21.09,12.66,8,11,179.22,188.91,17.96,15.94,9,11,55.233,-4.485,1.30319605742049,1.33447385691154,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.677000830078125,0.0189267395019531,26.5780200958252,72.4646911621094,2244.94995117188,0.6222373046875,0.0361771118164063,26.5209522247314,71.9677581787109,2249.68505859375,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.677000830078125,-1.70056375660062,26.5780200958252,1.86012644562276,3.35120666330274,NA,188.425789473684,184.5495,18.18328103133,17.146603921845
"Maddock 2016","Mahé (Seychelles)","Praslin","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis brevis","Hypogeophis brevis","Hypogeophis brevis","","Both","TL",79.97,71.43,22.44,21.29,39,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.73,-4.323,1.57978359661681,1.57288321419716,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.6878533203125,0.0103643135070801,26.7956714630127,74.3890380859375,2286.60009765625,0.64207802734375,0.0150642868041992,27.273063659668,67.263542175293,2303.00073242188,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.6878533203125,-1.94445679391101,26.7956714630127,1.87150894294456,3.35919021770369,NA,79.97,71.43,22.44,21.29
"Maddock 2016","Mahé (Seychelles)","Curieuse","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus","","Both","TL",225.455849056604,281,49.5413565738465,20.92,106,6,226.67,224.33,51.29,48.31,51,55,287,251,20.92,NA,5,1,55.723,-4.283,0.46686762035411,1.62325963061961,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.5920404296875,0.0135995452880859,27.0739860534668,70.4374313354492,2284.25,0.64207802734375,0.0150642868041992,27.273063659668,67.263542175293,2303.00073242188,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.5920404296875,-1.83566067037655,27.0739860534668,1.84780351002692,3.35874363358381,NA,225.455849056604,281,49.5413565738465,20.92
"Maddock 2016","Mahé (Seychelles)","Félicité","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus","","Both","TL",225.455849056604,229.551,49.5413565738465,27.7555689812637,106,20,226.67,224.33,51.29,48.31,51,55,228.11,230.73,32.01,25.31,9,11,55.873,-4.326,0.428134794028789,1.7226421477302,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.63437734375,0.0146725891113281,27.0118064880371,69.2677688598633,2276.7900390625,0.64207802734375,0.0150642868041992,27.273063659668,67.263542175293,2303.00073242188,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.63437734375,-1.80485925216707,27.0118064880371,1.84053119907823,3.35732298270962,NA,225.455849056604,229.551,49.5413565738465,27.7555689812637
"Maddock 2016","Mahé (Seychelles)","Frégate","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus","","Both","TL",225.455849056604,243.356,49.5413565738465,56.589489320354,106,40,226.67,224.33,51.29,48.31,51,55,245.33,241.57,68.72,44.58,19,21,55.94,-4.5865,0.315970345456918,1.6532221646566,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.55613583984375,0.0390914855957031,NA,NA,NA,0.572874755859375,0.0279952484130859,26.8737316131592,71.0648727416992,2299.63989257812,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.55613583984375,-1.39694785060749,26.988468170166,1.84429967564806,3.36147859653593,NA,225.455849056604,243.356,49.5413565738465,56.589489320354
"Maddock 2016","Mahé (Seychelles)","La Digue","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus","","Both","TL",225.455849056604,288.022222222222,49.5413565738465,45.5204796512159,106,45,226.67,224.33,51.29,48.31,51,55,294.76,275.81,48.82,37.18,29,16,55.838,-4.36,1,1.66746229245581,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.63437734375,0.0146725891113281,27.0118064880371,69.2677688598633,2276.7900390625,0.64207802734375,0.0150642868041992,27.273063659668,67.263542175293,2303.00073242188,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.63437734375,-1.80485925216707,27.0118064880371,1.84053119907823,3.35732298270962,NA,225.455849056604,288.022222222222,49.5413565738465,45.5204796512159
"Maddock 2016","Mahé (Seychelles)","Praslin","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus","","Both","TL",225.455849056604,211.730975609756,49.5413565738465,37.4501318959545,106,41,226.67,224.33,51.29,48.31,51,55,221.17,199.67,41.68,27.88,23,18,55.73,-4.323,1.57978359661681,1.57288321419716,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.6878533203125,0.0103643135070801,26.7956714630127,74.3890380859375,2286.60009765625,0.64207802734375,0.0150642868041992,27.273063659668,67.263542175293,2303.00073242188,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.6878533203125,-1.94445679391101,26.7956714630127,1.87150894294456,3.35919021770369,NA,225.455849056604,211.730975609756,49.5413565738465,37.4501318959545
"Maddock 2016","Mahé (Seychelles)","Sainte Anne","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus","","Both","TL",225.455849056604,254.822352941176,49.5413565738465,33.4741921167285,106,17,226.67,224.33,51.29,48.31,51,55,257.75,252.22,31.49,36.84,8,9,55.504,-4.605,1.15228834438306,0.477265995424853,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.444915869140625,0.0127898948669434,26.9426002502441,70.0387191772461,2297.919921875,0.572874755859375,0.0279952484130859,26.8737316131592,71.0648727416992,2299.63989257812,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.444915869140625,-1.86043904483796,26.9426002502441,1.8453381953877,3.36133489028187,NA,225.455849056604,254.822352941176,49.5413565738465,33.4741921167285
"Maddock 2016","Mahé (Seychelles)","Silhouette","Amphibians","Gymnophiona","Indotyphlidae","Hypogeophis rostratus","Hypogeophis rostratus","Hypogeophis rostratus","","Both","TL",225.455849056604,204.216341463415,49.5413565738465,38.8714921411629,106,41,226.67,224.33,51.29,48.31,51,55,208.42,196.93,40.99,35.03,26,15,55.233,-4.485,1.30319605742049,1.33447385691154,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.677000830078125,0.0189267395019531,26.5780200958252,72.4646911621094,2244.94995117188,0.6222373046875,0.0361771118164063,26.5209522247314,71.9677581787109,2249.68505859375,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.677000830078125,-1.70056375660062,26.5780200958252,1.86012644562276,3.35120666330274,NA,225.455849056604,204.216341463415,49.5413565738465,38.8714921411629
"Maddock 2016","Mahé (Seychelles)","Silhouette","Amphibians","Gymnophiona","Indotyphlidae","Praslinia cooperi","Praslinia cooperi","Praslinia cooperi","","Female","TL",200.25,181.57,39.09,28.31,8,7,NA,200.25,NA,39.09,NA,8,NA,181.57,NA,28.31,NA,7,55.233,-4.485,1.30319605742049,1.33447385691154,"LOG10(Weight, g)= LOG10(SVL, mm)*2.597-5.465, I used the allometry for all snakes as approximation (see also Pough 1980). Feldman et al 2015","","No island rule",0.677000830078125,0.0189267395019531,26.5780200958252,72.4646911621094,2244.94995117188,0.6222373046875,0.0361771118164063,26.5209522247314,71.9677581787109,2249.68505859375,0.629513232421875,0.0238468566894531,26.988468170166,69.8714370727539,2298.68041992188,0.677000830078125,-1.70056375660062,26.5780200958252,1.86012644562276,3.35120666330274,NA,200.25,181.57,39.09,28.31
"Marunouchi et al. 2000, Shimada et al. 2016","Honshu","Shikoku","Amphibians","Caudata","Salamandridae","Cynops pyrrhogaster","Cynops pyrrhogaster","Cynops pyrrhogaster","","Both","SVL",51.7514285717857,57.0583067080511,4.66057382986423,4.85158863495669,140,626,49.14202899,54.28732394,2.996468755,4.60162817,69,71,53.71907514,61.18464286,2.732242614,3.547018929,346,280,134.095,33.854,4.2733485687491,0.919130413860614,"10^-4.744×SVL^3.073 (Salamandridae); Santini et al. 2017","","No island rule",0.72091904296875,0.0126761924743652,8.95477867126465,816.987487792969,2295.13989257812,0.76825966796875,0.00807901306152344,13.3969278335571,780.848815917969,2100.97436523438,0.737541748046875,0.0141900268554688,14.3960962295532,767.392456054688,2065.3798828125,0.737541748046875,-1.81844145831815,14.3960962295532,2.88501752549831,3.31499994259578,NA,51.7514285717857,57.0583067080511,4.66057382986423,4.85158863495669
"Matsui and Ota 1984","Iriomotejima","Kohamajima","Amphibians","Anura","Microhylidae","Microhyla ornata","Microhyla ornata","Microhyla ornata","","Female","Weight",3.83,2.29,0.22,0.16,18,27,NA,3.83,NA,0.22,NA,18,NA,2.29,NA,0.16,NA,27,123.9796,24.3425,0.894316062684438,0.361916618668643,"Weight","","No island rule",0.6066384765625,0.0306675262451172,23.4272117614746,391.781005859375,2204.46997070312,0.633680419921875,0.0319268981933594,23.2304916381836,387.569915771484,2290.34252929688,0.602173828125,0.0346173950195313,23.2566528320312,388.121856689453,2298.2392578125,0.6066384765625,-1.49938586084835,23.4272117614746,2.59304337691032,3.34330418724184,NA,3.83,2.29,0.22,0.16
"Matsui et al. 2007","Guangzhou, China","Ishigakijima","Amphibians","Anura","Dicroglossidae","Fejervarya limnocharis","Fejervarya limnocharis","Fejervarya sakishimensis","","Both","SVL",40.24,55.4473684210526,5.15684011775806,6.13614619976753,5,38,36.8,45.4,1.6,3.535533906,3,2,51.7,60.6,3,5.6,22,16,124.197,24.414,2.34740808371225,2.66931781053189,"10^-4.4312×SVL^3.2088(Thamnachoti 2012, Morphometric and Gravimetric Parameters of the Rice Frog Fejervarya limnocharis Living in Areas with Different Agricultural Activity)","Phylogeny: Matsui, M., Toda, M. & Ota, H. A new species of frog allied to Fejervarya limnocharis from the Southern Ryukyus, Japan (Amphibia: Ranidae). Current Herpetology 26, 65-79","No island rule",0.6272091796875,0.0157588470458984,23.1909770965576,398.013641357422,2139.98999023438,0.545052197265625,0.0157832794189453,23.6195468902588,393.435272216797,2091.82739257812,0.5285958984375,0.022832502746582,23.5951976776123,396.083740234375,2094.34106445312,0.6272091796875,-1.77575586272411,23.1909770965576,2.59989795716094,3.33041174194912,NA,40.24,55.4473684210526,5.15684011775806,6.13614619976753
"Matsui et al. 2014, Aowphol et al. 2013","Thailand","Borneo","Amphibians","Anura","Rhacophoridae","Chiromantis vittatus","Chiromantis vittatus","Chiromantis inexpectatus","","Unsexed","SVL",24.7,22.3,0.4,0.141421356,8,2,NA,NA,NA,NA,NA,NA,22.3,NA,0.141421356,NA,2,NA,114,1,5.87113141195379,2.71600417881569,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny: Chan, Kin Onn, L. Lee Grismer, and Rafe M. Brown. ""Comprehensive multi-locus phylogeny of Old World tree frogs (Anura: Rhacophoridae) reveals taxonomic uncertainties and potential cases of over-and underestimation of species diversity."" Molecular phylogenetics and evolution 127 (2018): 1010-1019.","No island rule",0.84465185546875,0.0134138885498047,24.7075004577637,23.6681728363037,4103.89990234375,0.799443603515625,0.0212314071655273,24.564416885376,23.6909656524658,4062.0400390625,0.79960927734375,0.02703515625,25.0596599578857,23.9835033416748,3940.06518554688,0.79960927734375,-1.55229701907953,25.0596599578857,1.37991262208345,3.5955034069751,NA,24.7,22.3,0.4,0.141421356
"Menzies and Tyler 1977","Papua New Guinea","Goodenough","Amphibians","Anura","Microhylidae","Copiula fistulans","Copiula fistulans","Copiula minor","","Male","SVL",31.3,24,1.7,0.707,20,2,31.3,32.7,1.7,1.7,20,7,24,NA,0.707106781,NA,2,NA,150.249,-9.34,2.83695673705955,1.46091286998729,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.71391318359375,0.0296116577148437,22.9328632354736,60.5972328186035,2817.75,0.748118408203125,0.0277192626953125,25.3807163238525,78.6674652099609,2599.01416015625,0.737364599609375,0.0268533782958984,25.5461540222168,82.5471954345703,2867.37719726562,0.71391318359375,-1.51411315139203,22.9328632354736,1.78245279249879,3.44990245845508,NA,31.3,24,1.7,0.707
"Newman 1990, Bell 1978","New Zealand (North)","Stephens","Amphibians","Anura","Leiopelmatidae","Leiopelma archeyi","Leiopelma archeyi","Leiopelma hamilton","","Unsexed","SVL",27.35623,33.75827,6.494702,8.391,171,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.9966,-40.6712,0.176091259055681,1.91381914862559,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny: Bell, B. D., Daugherty, C. H., & Hay, J. M. (1998). Leiopelma pakeka, n. sp.(Anura: Leiopelmatidae), a cryptic species of frog from Maud Island, New Zealand, and a reassessment of the conservation status of L. hamiltoni from Stephens Island. Journal of the Royal Society of New Zealand, 28(1), 39-54.","No island rule",0.509886376953125,0.0583269470214844,13.1764011383057,268.097625732422,1360.69995117188,0.71689189453125,0.0137266937255859,12.604681968689,284.369476318359,1422.92004394531,0.6554376953125,0.0167910720825195,12.6406412124634,290.309265136719,1475.85571289062,0.509886376953125,-1.22674799998275,13.1764011383057,2.42829296789607,3.13376236920288,NA,27.35623,33.75827,6.494702,8.391
"Pabijan et al. 2011","Madagascar","Nosy Be","Amphibians","Anura","Mantellidae","Blommersia wittei","Blommersia wittei","Blommersia wittei","","Male","SVL",22.322,24,1.156,0.738,9,5,22.322,NA,1.156,0.738,9,NA,24,NA,0.738,NA,5,NA,48.26,-13.326,2.50517712087683,1.07994059715236,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.71289697265625,0.013836116027832,25.7866973876953,136.153060913086,2140.44995117188,0.63481533203125,0.0186640548706055,25.8281078338623,137.022888183594,2065.42578125,0.68107099609375,0.0125223449707031,24.7638931274414,143.285491943359,1891.82800292969,0.71289697265625,-1.828679778872,25.7866973876953,2.134027409339,3.3305050774476,NA,22.322,24,1.156,0.738
"Pafilis et al. 2019, Baskale et al. 2018","Turkey","Karpathos","Amphibians","Anura","Ranidae","Pelophylax bedriagae","Pelophylax bedriagae","Pelophylax cerigensis","","Both","Weight",38.6666459627329,9.416,18.6039245504846,5.268,161,76,31.92,45.33,14.02,20.19,80,81,NA,NA,NA,NA,NA,NA,27.146,35.542,2.51067903103221,1.97405551311323,"Weight","Phylogeny in Toli, E. A., Siarabi, S., Bounas, A., Pafilis, P., Lymperakis, P., & Sotiropoulos, K. (2018). New insights on the phylogenetic position and population genetic structure of the Critically Endangered Karpathos marsh frog Pelophylax cerigensis (Amphibia: Anura: Ranidae). Acta Herpetologica, 13(2), 117-123.","No island rule",0.398436254882813,0.00963157806396484,17.7849597930908,545.128173828125,672.909973144531,0.344862573242187,0.0144652816772461,18.5155601501465,531.002319335938,656.727294921875,0.34552666015625,0.0155869903564453,18.7744369506836,528.854125976562,650.695983886719,0.398436254882813,-1.97340226759278,17.7849597930908,2.73649862822453,2.82795696499388,NA,38.6666459627329,9.416,18.6039245504846,5.268
"Salvidio et al. 1993, Hemelaar 1988","Norway","Hitra","Amphibians","Anura","Bufonidae","Bufo bufo","Bufo bufo","Bufo bufo","","Both","SVL",69.4149011857708,69.0337931034483,6.3332359373623,6.41147877626701,1012,29,58.92,72.13,2.92,3.52,208,804,63.5,72.94,4.4,4.41,12,17,8.7022,63.5344,2.83276430494053,0.544192110765033,"10^-3.791×SVL^2.914 (Bufonidae); Santini et al. 2017","","No island rule",0.51282275390625,0.0545558227539063,6.26099348068237,500.983581542969,1268.5,0.4565037109375,0.0463775268554688,6.65254735946655,469.099212646484,1197.99328613281,0.46417353515625,0.0400111328125,6.2913670539856,480.329284667969,1246.587890625,0.51282275390625,-1.25527041633848,6.26099348068237,2.6998234932083,3.10329047155775,NA,69.4149011857708,69.0337931034483,6.3332359373623,6.41147877626701
"Siler et al. 2009","Luzon","Visayas","Amphibians","Anura","Dicroglossidae","Limnonectes woodworthi","Limnonectes woodworthi","Limnonectes visayanus","","Both","SVL",62.7769230769231,81.95,3.80835788018796,6.18848676342229,13,20,59.7,63.7,3.2,3.6,3,10,80,83.9,7.4,4.2,10,10,123.373,10.816,4.12801133257597,2.76342874234588,"10^-4.324×SVL^3.189; Santini et al. 2017","Phylogeny: McLeod, D. S. (2010). Of least concern? Systematics of a cryptic species complex: Limnonectes kuhlii (Amphibia: Anura: Dicroglossidae). Molecular Phylogenetics and Evolution, 56(3), 991-1000.","No island rule",0.6658322265625,0.0300649658203125,27.11203956604,97.8770904541016,2112.830078125,0.6775580078125,0.0266461853027344,26.5347137451172,92.7837982177734,2207.20629882812,0.662301611328125,0.0264753356933594,26.6705360412598,89.7807312011719,1955.84924316406,0.662301611328125,-1.56105699266669,26.6705360412598,1.95318313810441,3.29133537632826,NA,62.7769230769231,81.95,3.80835788018796,6.18848676342229
"Siqueira et al. 2006","Rio de Janeiro","Grande","Amphibians","Anura","Cycloramphidae","Thoropa miliaris","Thoropa miliaris","Thoropa miliaris","","Both","Weight",11.77209302,12,4.003,9.9,43,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.247,-23.141,2.27875360095283,0.491501766237326,"Weight","","No island rule",0.83447255859375,0.00655914077758789,21.5135288238525,215.348709106445,1679.34997558594,0.75654541015625,0.0272040283203125,22.2188510894775,212.309524536133,1682.54455566406,0.76589365234375,0.0201510192871094,20.950231552124,226.968246459961,1954.71020507812,0.83447255859375,-2.12152756650398,21.5135288238525,2.33314227275695,3.22514121229475,NA,11.77209302,12,4.003,9.9
"Valenzuela-Sanchez et al. 2015","Chile","Chiloe","Amphibians","Anura","Rhinodermatidae","Rhinoderma darwinii","Rhinoderma darwinii","Rhinoderma darwinii","","Both","SVL",24.936,25.858,2.487,2.95,706,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.75,-43.3333,3.92396896487547,0.361916618668643,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.80703623046875,0.00848261108398438,9.25769710540771,286.103424072266,2503.85009765625,0.7480259765625,0.0187183715820313,9.53515815734863,280.439544677734,2425.47827148438,0.727367431640625,0.0286235778808594,9.58517551422119,292.831604003906,2595.775390625,0.7480259765625,-1.70512895360066,9.53515815734863,2.44783925331894,3.38479738837593,NA,24.936,25.858,2.487,2.95
"Vences et al. 2010","Madagascar","Nosy Boraha (Sainte Marie)","Amphibians","Anura","Mantellidae","Blommersia dejongi","Blommersia dejongi","Blommersia dejongi","","Both","SVL",20.54002,20.9,1.68462201487701,1.69115345235368,5,5,19.5667,22,1.059874206,1.414213562,3,2,20.225,23.6,0.880814017,0,4,1,49.8976,-16.9157,2.34635297445064,0.793161529245551,"10^-4.324×SVL^3.189; Santini et al. 2017","","No island rule",0.742845703125,0.0110061508178711,24.2787647247314,195.898681640625,3211,0.701534130859375,0.0154391784667969,23.7912616729736,211.123519897461,3036.9931640625,0.75808623046875,0.0147160293579102,22.2816314697266,230.880661010742,2325.18823242188,0.742845703125,-1.92059620546142,24.2787647247314,2.29203151328862,3.5066403055665,NA,20.54002,20.9,1.68462201487701,1.69115345235368
